Case Number,Missing Date,Gender,Race,Age Missing,Missing City,Missing State,Missing Zip,Lat,Lon,Vehicle Style,Vehicle Color
1259083,2015-12-05,Female,White,19,Springfield,VA,22150,38.7742151,-77.1887747,,
1263496,2016-01-07,Female,Black,19,Greensboro,NC,,36.0726354,-79.7919754,,
1263751,2016-03-03,Male,Hispanic,19,Boston,MA,2125,42.3157363,-71.0527482,,
1264407,2015-10-10,Male,Hispanic,19,Midland,TX,79706,31.9973456,-102.0779146,,
1266722,2016-02-12,Female,White,19,Atlanta,GA,,33.7489954,-84.3879824,,
1267493,2016-04-21,Male,White,19,Boone,NC,,36.216795,-81.6745517,,
1270848,2016-03-10,Male,White,19,Macomb,MI,48044,42.6547932,-82.9178838,,
1273312,2016-07-17,Female,Biracial,19,Evansville,IN,47711,38.0059645,-87.5494745,,
1273615,2016-07-31,Male,Black,19,Bedford,VA,,37.3343079,-79.5230877,,
1283282,2016-12-02,Female,White,19,Neptune,NJ,7753,40.2005472,-74.0314165,"Sedan, 4 door",Silver
1284316,2016-09-27,Male,Black,19,Raymore,MO,64083,38.801953,-94.4527294,,
1189606,2012-01-03,Male,Hispanic,20,Huntington Park,CA,90255,33.9756107,-118.2234229,"Sedan, 4 door",Brown
1195510,2012-05-08,Female,White,20,Brooklyn Park,MD,21225,39.2213396,-76.6123884,,
1214771,2013-04-25,Male,White,20,Middletown,NY,10940,41.4459271,-74.4229341,,
1218567,2013-02-06,Male,White,20,San Francisco,CA,,37.7749295,-122.4194155,,
1220752,2013-07-27,Male,White,20,Bremerton,WA,98337,47.5685263,-122.6397033,,
1223375,2013-09-20,Male,White,20,Erath,LA,70533,29.9582611,-92.0359562,,
1235951,2014-07-30,Male,White,20,Tonawanda,NY,14150,43.0203347,-78.880315,"Sedan, 2 door",Gray
1236364,2014-08-10,Male,Asian,20,New York,NY,,40.7127753,-74.0059728,,
1237365,2014-07-28,Male,Black,20,Los Angeles,CA,90008,34.0083231,-118.3491169,,
1241214,2014-11-25,Female,Biracial,20,Saint Paul,MN,55130,44.9737443,-93.0817473,"Sedan, 4 door",Black
1241964,2014-12-22,Male,White,20,Walla Walla,WA,99362,46.0645809,-118.3430208,Pickup Truck,Burgundy
1243121,2014-12-26,Male,Black,20,Teaneck,NJ,7666,40.8924932,-74.0123851,,
1244495,2015-02-17,Male,White,20,Brooklyn,NY,11234,40.6007956,-73.9065883,,
1246641,2015-04-02,Female,Black,20,Miramar,FL,33023,25.9868744,-80.2153998,,
1247991,2013-12-01,Male,White,20,Wynne,AR,72396,35.224533,-90.7867798,,
1256535,2015-08-29,Male,Am. Ind.,20,El Cajon,CA,92020,32.7963222,-116.9675814,,
1263263,2016-02-02,Female,White,20,Okmulgee,OK,74447,35.6266957,-95.9515399,,
1265979,2016-04-08,Female,White,20,Los Lunas,NM,87031,34.806166,-106.7333599,,
