Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Lat,Lon,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1245303,Closed,Internet,2015-03-10,7:20 AM,Street,1615 66th St,Brooklyn,NY,11204,40.6212705,-73.9949424,New York,528355,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,21,,,,,,,,,,Other,The suspect fled on foot,0,0,0,0,-1,None
Attempted Abduction,1266972,Closed,Internet,2016-03-30,5:30 PM,Street,163 Border St,Northbridge,MA,1588,42.1156588,-71.6849377,Worcester,560812,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,,,Other,Suspect left the area,0,0,0,0,-1,None
Attempted Abduction,1265169,Closed,Internet,2016-03-26,7:46 PM,Home-Other,1630 316th St NW,Stanwood,WA,98292,48.2805139,-122.255497,Snohomish,558248,,,,,,Hispanic,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,,,,Unknown,,,,,Silver,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1244109,Closed,Internet,2015-02-10,7:20 AM,Street,165 Kaiholu St,Kailua,HI,96734,21.4130783,-157.74874,Honolulu City,526467,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1251040,Closed,Internet,2015-07-04,3:05 PM,Retail - Food/Conv/Gas,1680 Fort Campbell Blvd,Clarksville,TN,37042,36.5802974,-87.4128852,Montgomery,537623,,,,,,Hispanic,,,,,,Male,,,,,,1,,,,,,Male,,,Hispanic,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1202018,Closed,Internet,2012-08-26,6:30 PM,Home - Residence,16900 Southeast Lafayette St,Portland,OR,97236,45.4963035,-122.4887327,Multnomah,471413,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,17,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1260467,Closed,Internet,2015-11-29,2:00 AM,Retail - Food/Conv/Gas,16925 W Bell Rd,Surprise,AZ,85388,33.6375006,-112.4230609,Maricopa,551481,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,25-35,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1224822,Closed,Internet,2013-10-28,3:30 PM,School - Bus Stop,169th St & S 88th Ave,Orland Hills,IL,60487,41.5838248,-87.8325593,Cook,498081,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,Male,,White,Unknown,,,,,16-25,Unknown,,,,Red,,Released,,0,0,0,0,-1,None
Attempted Abduction,1269269,Closed,Internet,2016-05-28,10:00 AM,Street,16th Ave & 80th St,Brooklyn,NY,11214,40.613475,-74.003778,New York,564108,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Female,,,Asian,,,,,,30-39,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1226740,Closed,Internet,2013-12-06,12:00 AM,Street,16th St & Antoine St,Wyandotte,MI,48192,42.219238,-83.1721259,Wayne,500877,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1202173,Closed,Internet,2012-09-04,12:00 AM,Home - Residence,17 Mile Rd & Division Av,Tyrone,MI,49330,43.2196751,-85.6717789,Kent,471585,,,,,,Unknown,,,,,,Male,,,,,,2,,,,,,Male,,,White,,,,,,20,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1200437,Closed,Internet,2012-08-09,10:15 AM,Home - Residence,1700 Beaver St,Parkersburg,WV,26101,39.274026,-81.5465856,Wood,469693,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,White,,,,,,50-60,,,Van,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1230225,Closed,Internet,2014-02-11,8:20 AM,Street,1700 Caliente Ave,San Diego,CA,92154,32.5627916,-117.0162523,San Diego,506020,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Hispanic,,,,,,30-40,,,Van,,"Blue, Light",,Ignored/Refused,The child refused to get into the van,0,0,0,0,-1,Ordered child into vehicle
Attempted Abduction,1197624,Closed,Internet,2012-06-20,12:00 AM,Home - Residence,1700 Cooper Point Rd,Olympia,WA,98502,47.033587,-122.9347224,Thurston,466606,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,28,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1231630,Closed,Internet,2014-03-31,8:30 PM,Home - Residence,1700 Fairburn Rd,Atlanta,GA,30331,33.7078301,-84.5068125,Fulton,508129,,,,,,Black,,,,,,Male,,,,,,9,,,,,,Male,,,Black,,,,,,24-29,,,"Sedan, 4 door",,,,Released,,0,0,-1,0,0,
Attempted Abduction,1216093,Closed,Internet,2013-05-15,6:30 PM,Home - Residence,1700 Indian School Rd NW,Albuquerque,NM,87104,35.1106437,-106.6629526,Bernalillo,487175,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,Hispanic,,,31,,,,,,"Sedan, 4 door",,Silver,,Released,,0,0,0,0,-1,None
Attempted Abduction,1212914,Closed,Internet,2013-03-27,12:00 AM,Street,1700 Leslie St,San Mateo,CA,94402,37.5540769,-122.3113456,San Mateo,483885,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,19,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1278277,Closed,Internet,2016-10-04,4:45 PM,Street,1700 Maryland Ave,Covington,KY,41014,39.0714821,-84.4996395,Kenton,576441,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,,,Black,,Fought/Broke Free,Screamed; Ran away,0,0,0,0,-1,None
Attempted Abduction,1240251,Closed,Internet,2014-11-06,5:00 PM,Street,1700 Robert Lewis Ave,Upper Marlboro,MD,20774,38.8660131,-76.7873579,Prince George's,520748,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1267918,Closed,Internet,2016-05-05,5:21 PM,Unknown,1700 Sam Houston Dr,Victoria,TX,77901,28.8290291,-96.9815654,Victoria,562213,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Gray,,Other,The suspect drove away,0,0,0,0,-1,Unknown
Attempted Abduction,1191926,Closed,Internet,2012-03-25,2:06 PM,Home - Residence,1700 School St,Anderson,CA,96007,40.4492143,-122.3068688,Shasta,460392,,,,,,Unknown,,,,,,Unknown,,,,,,3,,,,,,Female,,,White,,,38,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1187122,Closed,Internet,2012-01-02,8:00 PM,Home - Residence,17000 Main St,La Puente,CA,91744,33.877279,-118.273934,Los Angeles,455100,,,,,,Hispanic,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,,,,18-22,,,,,,,Released,,0,0,0,0,-1,Conversation
Attempted Abduction,1263877,Closed,Internet,2016-03-06,8:00 AM,Med - Hospital,1701 Oak Park Blvd,Lake Charles,LA,70601,30.204576,-93.197737,Calcasieu,556441,,,,,,Unknown,,,,,,Male,,,,,,1 month,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1253967,Closed,Internet,2015-08-29,9:15 PM,Retail - Food/Conv/Gas,1709 Washington St,Lincoln,NE,68502,40.7975644,-96.6962289,Lancaster,542404,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Male,,,Black,,,33,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1272922,Closed,Internet,2016-07-17,12:00 AM,Retail - Food/Conv/Gas,17105 San Carlos Blvd,Fort Myers Beach,FL,33931,26.4915723,-81.941343,Lee,569197,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,White,,,,,,50-60,,,,,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1240243,Closed,Internet,2014-11-08,1:12 PM,School - Facility,1714 Burlington Dr,Salinas,CA,93906,36.7085744,-121.6166522,Monterey,520738,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,Silver,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1228312,Closed,Internet,2014-01-29,3:30 PM,Home - Residence,1714 Wirt Rd,Houston,TX,77055,29.8009582,-95.4845794,Harris,503203,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,Hispanic,,,23,,,,,,Sport Utility,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1202866,Closed,Internet,2012-09-17,12:00 AM,Park,175 Ozora Rd,Loganville,GA,30052,33.8867592,-83.9272561,Walton,472356,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1284583,Closed,Internet,2016-12-20,2:00 PM,Parking Lot/Garage,1780 Tilden Ridge Dr,Hamburg ,PA,19526,40.5622922,-76.011134,Berks,584799,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Unknown,Male,,Unknown,White,,,,,Unknown,Unknown,,Sport Utility,,Black,,Ignored/Refused,,0,0,0,0,-1,Video game/prize
Attempted Abduction,1254900,Closed,Internet,2015-08-29,1:35 PM,Retail - Other,1786 Hilliard Rome Rd,Columbus,OH,43228,39.9885097,-83.1485852,Franklin,543816,,,,,,Unknown,,,,,,Unknown,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1263482,Closed,Internet,2016-02-25,8:30 AM,Street,17th Ave & Felt St,Santa Cruz,CA,95062,36.967425,-121.9852273,Santa Cruz,555894,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50,,,,,Gold,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1267027,Closed,Internet,2016-03-03,12:00 AM,School - Bus Stop,17th St & Holmes Rd,Greensboro,NC,27405,36.1093975,-79.7639962,Guilford,560882,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1273009,Closed,Internet,2016-07-20,9:30 PM,Street,1800 39th Ave,Albany,OR,97322,44.6061255,-123.0822067,Linn,569312,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ignored/Refused,Ran away,0,0,0,-1,-1,Parent sent
Attempted Abduction,1306515,Closed,Internet,2016-12-07,4:00 PM,Street,1800 E Capitol St SE,Washington,DC,20002,38.8898044,-76.9789863,District of Columbia,613828,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,48,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1218541,Closed,Internet,2013-06-20,12:00 AM,Street,1800 E Caracas Ave,Hershey,PA,17033,40.2990731,-76.6120702,Dauphin,490015,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,45,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1194192,Closed,Internet,2012-04-28,3:55 AM,Home - Residence,1800 Estero Court,San Jacinto,CA,92583,33.7839084,-116.958635,Riverside,462837,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,30,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1248954,Closed,Internet,2015-05-27,5:00 PM,Daycare Facility,1800 Market St,Harrisburg,PA,17103,40.268002,-76.863249,Dauphin,534263,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,Black,,,27,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1241681,Closed,Internet,2014-12-12,4:59 PM,Retail - Other,1800 N Main St,Salinas,CA,93906,36.7177813,-121.6504154,Monterey,522922,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Hispanic,,,35,,,,,,,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1243472,Closed,Internet,2015-01-28,5:00 PM,Parking Lot/Garage,1800 Prater Way,Sparks,NV,89431,39.5376959,-119.7676782,Washoe,525479,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,35-39,,,,,Silver,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1272930,Closed,Internet,2016-07-07,12:00 AM,Street,1800 W Main St,Salem,VA,24153,37.2882144,-80.0871425,Salem,569205,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,40,,,,,,,,,,Other,Suspect left the area,0,0,0,0,-1,None
Attempted Abduction,1278965,Closed,Internet,2016-10-09,12:00 AM,Park,18020 US-19,Fanning Springs,FL,32693,29.5903767,-82.9359487,Levy,577349,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,64,,,,,,,,,,Other,Swam away,0,0,0,0,-1,None
Attempted Abduction,1248877,Closed,Internet,2015-05-11,3:30 PM,Street,18100 172nd Ave SE,Renton,WA,98058,47.4399059,-122.1119559,King,534146,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Tan,,Ignored/Refused,Adult intervened,0,0,0,-1,0,
Attempted Abduction,1254945,Closed,Internet,2015-09-19,12:00 AM,Trans Facility,1820 Market St,St. Louis,MO,63103,38.6281257,-90.2080362,Saint Louis City,543882,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,31,,,,,,,,,,Adult/Child Intervened,,0,0,0,-1,0,
Attempted Abduction,1295929,Closed,Internet,2014-05-03,12:00 AM,Street,18200 NW 17th St,Pembroke Pines,FL,33029,26.0245943,-80.3894361,Broward,599611,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,60,,,Pickup Truck,,Tan,,Ignored/Refused,"Pretended to make a phone call, ran away",0,0,0,0,-1,Questions; Gesture
Attempted Abduction,1187173,Closed,Internet,2012-01-08,5:25 PM,Unknown,18300 31st Ave NE,Arlington,WA,98223,48.162343,-122.1890088,Snohomish,455154,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Fought/Broke Free,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1267992,Closed,Internet,2016-04-24,12:00 AM,Home-Other,1846 20th Ave Dr NE,Hickory,NC,28601,35.7556421,-81.3027786,Catawba,562352,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,62,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1264300,Closed,Internet,2016-03-10,12:00 AM,School - Facility,1850 N E St,San Bernardino,CA,92405,34.131773,-117.2941599,San Bernardino,557027,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,20,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1284609,Closed,Internet,2013-10-19,8:45 PM,Retail - Other,1850 Veterans Memorial Hwy,Islandia,NY,11749,40.8005987,-73.1785414,Suffolk,584837,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,White,,,22,,,,,,,,,,Released,,0,0,0,0,-1,Winks and nods
Attempted Abduction,1273184,Closed,Internet,2016-07-23,12:00 AM,Parking Lot/Garage,18521 Outlet Blvd,Chesterfield,MO,63005,38.6770193,-90.6604348,St. Louis,569562,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,Question
Attempted Abduction,1252425,Closed,Internet,2015-07-28,5:30 PM,Recreational - Amusement Park,186 Enterprise Dr,Bristol,CT,6010,41.6493449,-72.9090718,Hartford,540059,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,29,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1240908,Closed,Internet,2014-11-23,11:30 AM,Religious Facility,1860 Wisconsin St,Oshkosh,WI,54901,44.0408477,-88.5442711,Winnebago,521703,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,Male,,White,Unknown,,,,,50-59,50-59,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1188664,Closed,Internet,2012-02-02,12:00 AM,School - Facility,18606 Riverside Dr - El Verano ES,Sonoma,CA,95476,38.3068527,-122.485529,Sonoma,456819,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,30,,,,,Red,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1208868,Closed,Internet,2013-01-03,12:00 AM,Street,18800 Poinciana,Detroit,MI,48240,42.4260687,-83.3137595,Wayne,478972,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,White,,,52,,,,,,,,,,Unknown,,0,-1,0,0,0,None
Attempted Abduction,1190816,Closed,Internet,2012-03-14,4:20 PM,Home - Residence,18900 E Sprague Ave,Spokane,WA,99016,47.6569011,-117.150682,Spokane,459191,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Male,,,White,,,,,,30,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1189917,Closed,Internet,2012-02-14,8:00 AM,School - Bus Stop,18th Ave S & E 27th St,Minneapolis,MN,55407,44.95375,-93.2486518,Hennepin,458207,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Sport Utility,,Brown,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1192790,Closed,Internet,2012-04-10,2:00 PM,Street,1900 E 4th St,Boyle Heights,CA,90033,34.0431097,-118.2185023,Los Angeles,461327,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,35-45,,,"Sedan, 4 door",,Black,,Fought/Broke Free,Ignored/Refused; Ran Away,0,0,-1,-1,-1,Conversation
Attempted Abduction,1281744,Closed,Internet,2016-11-09,12:00 AM,Park,1900 E Blvd,Charlotte,NC,28203,35.196664,-80.8391033,Mecklenburg,581025,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Female,,Unknown,Unknown,,,,,Unknown,13-17,,Van,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1266118,Closed,Internet,2016-04-11,12:00 AM,Street,1900 Hiland Ave,Burley,ID,83318,42.5285589,-113.7845779,Cassia,559641,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,Male,,White,White,,50,40,,,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1251313,Closed,Internet,2015-07-10,12:00 AM,Other,1900 Main St,Houston,TX,77002,29.7501492,-95.3710161,Harris,538189,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,48,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1253390,Closed,Internet,2015-08-18,7:00 AM,Daycare Facility,1900 N Uhle St,Arlington,VA,22201,38.8957305,-77.0850771,Arlington,541514,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,45,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1270940,Closed,Internet,2016-06-06,5:00 PM,Street,1900 New York Ave,Richmond,VA,23220,37.5329764,-77.4724925,Richmond City,566424,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,35,,,Van,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1246853,Closed,Internet,2015-04-14,5:30 PM,Street,1900 S Park St,Madison,WI,53713,43.0447294,-89.3952226,Dane,530792,,,,,,Black,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,White,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1225620,Closed,Internet,2013-11-14,8:40 AM,Street,1900 Shadybrook Trail,Charlottesville,VA,22911,38.1148181,-78.4308277,Albemarle,499231,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1243481,Closed,Internet,2015-01-21,3:35 PM,Street,1900 Valencia St & Iowa St,Bellingham,WA,98229,48.7564499,-122.4466865,Whatcom,525488,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,,,,50-59,,,Van,,White,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1279923,Closed,Internet,2016-09-20,3:00 PM,School - Facility,1901 White Oak Way,San Carlos,CA,94070,37.4916196,-122.2534327,San Mateo,578668,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,65-75,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1204089,Closed,Internet,2012-10-05,3:00 PM,Street,19400 Santa Maria Av,Castro Valley,CA,94546,37.7045003,-122.0762991,Alameda,473700,,,,,,Asian,,,,,,Female,,,,,,11,,,,,,Male,,,Hispanic,,,34,,,,,,"Sedan, 4 door",,White,,Ran Away,,0,0,0,0,0,
Attempted Abduction,1257588,Closed,Internet,2015-10-16,2:40 PM,Library,19520 Pine Hurst Trail Dr,Humble,TX,77346,30.0046178,-95.1542098,Harris,547486,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-50,,,"Sedan, 4 door",,Maroon,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1205781,Closed,Internet,2012-11-03,8:30 AM,Park,196 Gause Blvd,Abita Springs,LA,70420,30.4790549,-90.0391655,Saint Tammany,475552,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,75,,,,,,,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1241445,Closed,Internet,2014-12-08,3:00 PM,School - Bus Stop,196th St SE & 24th Dr SE,Bothell,WA,98012,47.8201317,-122.2000552,Snohomish,522570,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,45-49,,,Pickup Truck,,Tan,,Other,The suspect drove away,0,0,0,0,-1,None
Attempted Abduction,1250717,Closed,Internet,2015-06-25,12:00 AM,Unknown,199 Celia Dr,Richmond,KY,40475,37.7281257,-84.2773343,Madison,537006,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,50,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1226216,Closed,Internet,2013-12-02,5:30 PM,Street,19th St & Anna Dr,Lawrence,KS,66044,38.9716689,-95.2352501,Douglas,500119,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,,,Brown,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1272427,Closed,Internet,2016-07-07,11:15 PM,Home - Residence,1st Ave & E 108th St,New York,NY,10029,40.7909156,-73.9391332,New York,568495,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Hispanic,,,,,,20-29,,,,,,,Fought/Broke Free,Suspect fled the area,0,0,0,0,-1,None
Attempted Abduction,1243011,Closed,Internet,2015-01-17,12:00 AM,Street,1st Ave & E Alder St,Walla Walla,WA,99362,46.0663567,-118.3373827,Walla Walla,524844,,,,,,Unknown,,,,,,Female,,,,,,42991,,,,,,Male,,,White,,,44,,,,,,,,,,Adult/Child Intervened,,0,-1,0,0,0,
Attempted Abduction,1229433,Closed,Internet,2014-02-17,2:45 PM,Other,1st Ave & Pike St,Seattle,WA,98101,47.608863,-122.3400709,King,504866,,,,,,Unknown,,,,,,Male,,,,,,Infant,,,,,,Female,,,White,,,37,,,,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1206359,Closed,Internet,2012-11-10,4:10 PM,Street,1st St & Baldwin Av,Marion,IN,46952,40.5609694,-85.6757788,Grant,476179,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,51,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1210406,Closed,Internet,2013-01-30,12:00 AM,Library,1st St & Griffin Av,Enumclaw,WA,98022,47.2026096,-121.9877096,King,480670,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,25,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1268897,Closed,Internet,2016-05-17,8:30 PM,Library,20 S Main St,West Hartford,CT,6107,41.7606651,-72.7414851,Hartford,563597,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Black,,,28,,,,,,,,,,Ignored/Refused,Child left the area,0,0,0,0,-1,None
Attempted Abduction,1213395,Closed,Internet,2013-03-25,6:25 PM,Street,200 94th Av,Oakland,CA,94603,37.7492144,-122.1682419,Alameda,484124,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Hispanic,,,,,,24-29,,,"Sedan, 2 door",,Silver,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1273738,Closed,Internet,2016-07-12,5:00 PM,Street,200 9th St,Hoboken,NJ,7030,40.7476167,-74.0296736,Hudson,570316,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,33,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1247385,Closed,Internet,2015-04-13,5:20 PM,Other,200 Beatty School Rd,Hadley,PA,16130,41.4183192,-80.2485846,Mercer,531816,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,58,,,,,,Pickup Truck,,White,,Other,The suspect left when he saw the child's dog,-1,0,0,0,0,
Attempted Abduction,1247384,Closed,Internet,2015-04-06,8:00 PM,Home - Residence,200 Beatty School Rd,Hadley,PA,16130,41.4183192,-80.2485846,Mercer,531814,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,White,,,58,,,,,,Pickup Truck,,White,,Ran Away,,0,-1,0,0,0,
